student_id,age,gender,grade_level,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_usage_purpose,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,performance_category,ChatGPT_usage,Claude_usage,Copilot_usage,Gemini_usage
4196,15,Male,11,0.6,1,145,Homework,4,75,92,8,49,35.6,73.0,2,6.2,-8.1,6.6,3.1,5.0,2,34.7,0,Low,0,0,0,1
4197,19,Female,10,6.0,1,135,Exam Prep,3,73,115,9,95,41.1,61.8,2,7.9,15.4,6.5,2.6,2.5,3,62.6,1,Medium,0,0,1,0
4198,23,Male,10,1.5,0,154,Doubt Solving,8,70,4,6,58,38.0,67.4,7,2.7,27.4,7.5,1.7,2.1,9,48.0,1,Low,0,0,1,0
4199,18,Female,12,4.4,0,13,Coding,4,38,8,4,83,80.0,46.5,3,9.2,22.1,7.3,2.4,0.4,9,63.2,1,Medium,0,0,1,0
4200,22,Male,10,1.4,0,145,,10,16,12,3,76,82.2,70.2,2,2.7,15.3,5.3,4.5,0.6,1,66.1,1,Medium,0,0,1,0
4201,18,Female,3,3.5,1,64,Coding,1,95,109,3,82,53.7,99.1,1,6.5,5.8,7.7,3.3,0.6,10,47.1,1,Low,0,0,1,0
4202,15,Female,1,0.9,1,158,Homework,2,68,39,6,26,83.5,84.3,2,5.9,27.2,8.3,1.9,3.2,1,45.7,1,Low,1,0,0,1
4203,23,Female,1,4.7,0,19,Exam Prep,7,84,47,8,91,88.7,95.7,2,4.0,-11.6,5.2,3.0,2.7,3,72.6,1,Medium,0,0,0,1
4204,17,Female,1,3.7,0,69,Doubt Solving,6,94,45,8,42,63.4,56.6,5,6.1,-5.3,6.2,4.6,4.9,9,51.3,1,Medium,0,0,0,0
4205,22,Male,2,1.0,1,44,Exam Prep,9,51,63,8,95,87.9,62.9,4,8.9,27.4,5.5,1.8,2.2,2,73.6,1,Medium,0,1,0,0
4206,14,Other,2,5.2,1,0,Notes,6,78,63,9,25,65.3,78.9,5,4.0,-3.1,4.9,1.1,0.8,9,38.6,0,Low,0,1,0,0
4207,24,Female,10,3.5,1,146,Exam Prep,2,12,28,1,77,86.6,84.4,6,9.0,-11.7,4.5,3.3,1.4,7,77.2,1,High,0,1,0,0
4208,14,Female,2,5.6,1,38,Notes,8,6,17,7,33,60.9,58.2,8,1.6,30.6,8.1,2.9,4.0,7,63.1,1,Medium,0,0,0,1
4209,20,Female,2,5.5,0,118,Doubt Solving,9,87,29,10,47,34.1,60.9,6,5.8,26.1,5.1,3.5,4.1,3,30.8,0,Low,0,0,0,1
4210,24,Male,12,5.6,1,154,Coding,5,67,73,9,24,45.4,47.9,9,3.6,18.3,7.1,0.7,0.6,7,42.0,1,Low,0,0,0,0
4211,16,Female,2,0.9,1,55,Notes,6,59,18,2,87,51.3,80.7,5,9.4,19.4,6.2,1.3,4.9,7,62.9,1,Medium,1,0,0,1
4212,23,Male,11,1.2,1,143,Coding,4,82,47,4,75,60.8,60.9,6,1.4,19.8,6.5,0.4,1.8,8,60.1,1,Medium,1,0,0,1
4213,15,Female,11,5.9,1,6,Exam Prep,2,45,8,6,44,63.2,48.3,4,1.2,23.8,6.7,5.0,1.8,1,43.5,1,Low,0,0,0,0
4214,22,Male,11,3.2,1,19,Exam Prep,5,34,84,4,46,98.3,78.0,4,8.3,-1.1,7.1,2.4,1.4,7,58.9,1,Medium,0,1,0,0
4215,16,Female,10,1.8,1,158,Doubt Solving,5,28,0,9,79,63.3,40.7,5,7.7,31.9,8.0,5.4,3.8,4,68.2,1,Medium,0,0,0,0
4216,15,Male,1,4.7,1,83,Coding,1,99,104,10,23,56.0,97.0,10,2.4,-4.4,4.9,5.7,4.7,10,45.0,1,Low,0,0,0,1
4217,21,Male,12,2.0,0,78,Doubt Solving,5,33,119,1,48,55.2,78.5,1,9.5,4.8,5.6,0.4,3.6,10,38.2,0,Low,0,1,0,0
4218,23,Female,10,4.5,1,152,Notes,1,7,89,9,26,92.0,76.5,2,8.9,10.6,4.6,2.6,0.5,7,44.7,1,Low,1,0,0,1
4219,19,Female,1,5.1,1,109,Exam Prep,3,65,77,10,51,56.9,78.8,4,3.2,28.4,7.5,2.6,3.9,7,43.0,1,Low,0,0,0,0
4220,19,Female,12,4.8,1,0,Exam Prep,9,3,38,1,39,85.0,59.0,7,7.2,6.0,5.6,3.9,3.9,3,72.6,1,Medium,0,1,0,0
4221,23,Male,12,2.0,1,144,Exam Prep,4,65,92,1,83,47.4,54.0,2,4.9,10.5,8.0,0.4,3.2,7,48.7,1,Low,1,0,0,1
4222,24,Male,12,2.7,1,79,,9,93,54,5,62,60.0,72.2,2,6.0,31.1,7.6,5.6,1.0,10,54.3,1,Medium,1,0,0,0
4223,20,Female,11,2.8,0,26,Exam Prep,6,56,119,1,49,70.2,96.6,4,8.1,40.0,4.2,4.7,2.5,5,54.8,1,Medium,0,0,1,0
4224,20,Other,11,3.2,0,118,Exam Prep,1,92,106,10,79,69.5,56.9,4,6.7,27.6,4.5,0.1,0.2,3,56.7,1,Medium,1,0,0,0
4225,24,Female,11,1.4,1,122,Notes,3,3,51,9,47,70.6,83.0,9,1.8,-1.9,7.0,1.1,1.3,2,69.3,1,Medium,0,0,0,0
4226,19,Male,12,3.0,1,23,Notes,3,84,70,6,59,81.9,98.4,9,6.5,-13.4,7.5,4.9,3.4,7,66.8,1,Medium,0,1,0,0
4227,17,Female,3,3.3,0,51,Doubt Solving,4,72,63,9,86,65.7,73.0,5,2.7,21.7,5.9,1.3,1.8,3,57.7,1,Medium,0,1,0,0
4228,24,Male,12,3.4,1,50,Homework,10,65,23,5,56,42.8,67.5,1,5.0,21.2,5.0,2.2,0.8,3,33.8,0,Low,0,0,0,1
4229,22,Female,11,5.0,1,56,Exam Prep,4,19,26,6,78,70.7,84.9,8,4.5,9.3,4.8,3.9,0.5,5,81.8,1,High,0,0,1,0
4230,19,Male,12,3.3,1,54,Exam Prep,8,96,105,2,39,50.9,48.5,6,1.8,23.5,5.2,0.4,3.8,5,42.2,1,Low,1,0,0,1
4231,17,Male,11,1.8,1,52,Homework,3,54,114,9,82,51.0,42.0,5,1.9,-16.2,4.8,4.0,1.4,10,64.0,1,Medium,0,1,0,0
4232,16,Female,11,4.1,0,88,Doubt Solving,4,5,65,3,92,39.0,61.1,1,8.1,39.7,5.6,1.6,4.8,2,52.2,1,Medium,1,0,0,1
4233,17,Female,11,4.9,1,18,Notes,3,28,65,5,54,93.7,90.2,6,6.2,9.1,6.5,1.0,3.7,7,63.1,1,Medium,1,0,0,1
4234,16,Male,3,2.3,1,108,Exam Prep,7,79,118,8,77,34.5,44.7,10,9.8,14.0,7.4,0.6,1.8,10,65.5,1,Medium,1,0,0,1
4235,15,Male,1,4.0,0,140,Doubt Solving,6,99,61,5,29,32.6,75.5,5,9.6,12.0,8.3,0.9,1.7,8,33.6,0,Low,1,0,0,0
4236,18,Male,12,1.3,1,28,Homework,1,4,15,10,78,80.7,43.1,3,2.7,12.7,7.6,3.3,0.7,2,65.8,1,Medium,1,0,0,1
4237,15,Female,10,2.4,0,133,Notes,10,36,11,4,40,79.3,70.1,7,8.7,26.9,7.3,5.6,3.6,4,50.4,1,Medium,0,0,0,1
4238,19,Male,11,5.5,1,119,Notes,1,8,39,4,62,54.5,47.8,4,3.9,-15.7,7.9,4.1,2.5,6,63.2,1,Medium,1,0,0,0
4239,16,Male,3,5.5,1,128,Doubt Solving,6,95,89,5,62,81.8,76.5,10,2.5,35.2,8.5,2.7,4.1,1,64.4,1,Medium,1,0,0,0
4240,19,Female,10,3.7,1,151,Coding,3,36,9,3,20,64.1,58.6,2,5.1,0.6,5.1,5.8,1.4,2,42.6,1,Low,0,1,0,0
4241,24,Female,1,4.4,1,73,Coding,9,97,63,10,65,81.0,62.2,1,3.6,17.5,7.1,1.4,1.7,7,54.3,1,Medium,0,0,1,0
4242,23,Female,12,5.2,1,98,,2,38,54,4,50,68.2,43.8,2,5.6,-16.5,4.2,5.0,2.4,9,45.1,1,Low,0,0,1,0
4243,22,Female,3,5.8,1,5,,3,62,78,5,82,81.3,86.6,7,6.8,9.3,9.0,1.0,3.5,5,73.8,1,Medium,0,0,0,0
4244,14,Female,11,3.2,0,175,Coding,9,56,111,4,65,84.1,76.2,9,3.7,28.9,8.3,1.3,4.3,4,78.2,1,High,0,1,0,0
4245,19,Female,11,3.6,0,147,Homework,6,39,88,3,42,49.8,74.9,1,5.9,-1.2,5.8,2.9,4.8,10,42.0,1,Low,0,0,1,0
4246,22,Female,11,2.8,0,75,Coding,1,92,3,1,37,57.0,79.5,1,6.6,1.6,7.1,0.6,0.2,1,29.2,0,Low,1,0,0,1
4247,24,Female,3,0.9,1,66,Doubt Solving,2,63,89,2,81,65.3,79.8,1,6.5,18.7,6.7,1.7,4.2,3,53.1,1,Medium,0,0,0,1
4248,17,Male,10,2.8,1,17,Notes,7,94,22,9,46,43.3,61.1,2,9.3,-15.8,8.2,4.0,0.6,2,32.3,0,Low,1,0,0,1
4249,24,Other,1,4.8,1,20,Doubt Solving,6,2,100,10,63,97.9,56.5,8,6.8,3.0,6.4,2.8,4.9,5,78.8,1,High,0,0,1,0
4250,15,Male,12,4.9,1,164,Doubt Solving,1,42,48,2,65,94.7,57.9,2,4.0,26.9,4.7,3.4,0.2,7,66.3,1,Medium,0,0,1,0
4251,17,Male,1,5.4,0,18,Exam Prep,10,24,105,2,80,84.4,88.7,4,1.9,20.1,6.4,0.3,1.6,6,62.7,1,Medium,0,0,0,1
4252,14,Male,11,0.8,1,55,Homework,2,54,3,5,31,43.9,50.2,10,5.4,12.7,4.6,1.5,5.0,8,48.7,1,Low,1,0,0,0
4253,16,Male,1,3.4,0,17,Notes,6,35,0,10,35,61.7,69.2,2,6.2,15.1,8.0,4.6,1.2,10,45.9,1,Low,1,0,0,0
4254,23,Other,10,1.1,1,157,Exam Prep,6,57,64,9,40,94.9,77.5,6,6.0,-4.7,4.8,3.4,4.3,9,62.5,1,Medium,0,0,0,1
4255,22,Female,2,1.6,0,105,Homework,6,76,38,3,83,72.9,71.0,6,6.0,36.8,5.8,0.0,4.2,10,73.1,1,Medium,1,0,0,0
4256,23,Female,2,5.5,0,169,Notes,9,18,2,9,32,57.0,73.2,8,4.4,39.8,4.5,3.6,1.3,4,46.3,1,Low,0,0,1,0
4257,18,Female,12,3.2,1,52,Exam Prep,2,58,111,4,69,36.4,90.3,2,9.6,-10.2,5.9,0.8,2.5,5,50.0,1,Low,1,0,0,0
4258,24,Female,12,4.7,0,85,,10,15,56,3,27,37.0,59.8,1,6.5,-15.4,8.8,0.8,0.4,3,26.2,0,Low,0,0,1,0
4259,19,Male,1,0.9,0,49,Coding,10,93,58,5,75,77.5,60.8,1,3.0,-9.6,8.6,5.6,0.7,5,61.4,1,Medium,0,1,0,0
4260,16,Female,12,2.8,1,126,Doubt Solving,9,98,111,7,75,51.8,50.0,5,1.1,-1.1,6.8,5.8,1.8,7,50.5,1,Medium,1,0,0,1
4261,18,Female,3,4.2,0,3,,9,1,78,7,27,64.8,85.0,5,6.1,22.7,7.2,3.2,4.5,10,37.2,0,Low,1,0,0,0
4262,24,Male,10,1.2,0,62,Coding,10,64,118,2,99,82.6,52.4,2,7.7,12.2,5.8,3.5,3.3,10,80.8,1,High,0,1,0,0
4263,21,Female,11,2.3,0,112,Notes,9,58,106,7,64,42.8,71.2,6,2.0,-16.7,5.1,2.4,3.0,8,63.5,1,Medium,0,0,0,0
4264,19,Male,11,0.9,1,55,,9,47,117,7,43,35.4,91.2,2,5.2,10.2,5.4,5.3,4.8,6,32.0,0,Low,1,0,0,0
4265,17,Male,1,4.1,1,176,,3,2,17,2,40,56.4,45.9,7,9.7,15.8,4.4,3.1,3.9,4,38.6,0,Low,0,1,0,0
4266,15,Male,11,5.8,0,149,Exam Prep,10,25,20,10,32,41.4,50.1,3,5.4,-12.0,6.2,5.6,5.0,8,27.0,0,Low,0,0,0,1
4267,22,Male,1,5.0,1,139,Exam Prep,9,91,55,9,69,65.7,51.0,2,8.7,-14.8,4.4,1.3,2.3,8,47.4,1,Low,0,1,0,0
4268,14,Female,12,5.9,1,176,Exam Prep,10,90,51,8,70,68.7,48.1,6,2.3,5.2,5.9,0.6,1.0,1,53.4,1,Medium,0,0,1,0
4269,14,Female,12,5.2,1,12,Doubt Solving,9,13,7,2,23,37.7,96.7,10,5.1,26.5,8.3,5.9,2.1,6,43.4,1,Low,0,0,0,1
4270,17,Male,3,5.2,1,104,Exam Prep,3,23,24,6,79,85.5,84.4,1,4.2,-10.1,6.0,3.0,2.1,9,64.0,1,Medium,0,0,0,1
4271,20,Female,3,3.7,0,32,Homework,4,34,31,8,87,31.6,67.3,5,1.3,-12.3,6.2,3.7,3.9,3,53.1,1,Medium,0,0,1,0
4272,14,Female,10,3.4,1,174,Homework,4,97,119,9,40,54.1,57.9,10,5.7,30.4,6.6,2.1,1.3,2,46.0,1,Low,1,0,0,0
4273,22,Male,11,2.7,1,63,Homework,4,87,69,1,53,33.3,46.9,6,4.6,-4.6,5.6,0.8,2.6,6,39.9,0,Low,0,0,0,1
4274,17,Male,3,5.0,1,82,,7,5,113,7,92,79.5,41.4,8,6.5,-12.9,4.4,5.0,2.0,2,78.0,1,High,1,0,0,0
4275,16,Other,10,1.5,0,104,Coding,5,61,39,10,44,91.5,79.0,3,5.9,34.4,7.8,0.9,2.3,7,54.4,1,Medium,1,0,0,1
4276,14,Female,2,0.8,0,144,Notes,7,94,83,5,23,54.4,70.3,7,5.1,3.0,5.2,3.0,0.5,8,38.8,0,Low,0,1,0,0
4277,23,Other,3,5.7,1,33,Coding,6,92,112,9,83,53.0,75.5,1,1.9,5.1,4.7,5.0,2.8,5,47.8,1,Low,0,1,0,0
4278,17,Male,10,0.5,1,67,,7,35,28,9,99,78.6,50.0,6,5.0,38.1,4.4,4.0,3.2,7,77.5,1,High,0,0,1,0
4279,22,Female,1,5.9,0,38,Coding,8,28,68,3,44,91.0,75.3,1,9.7,22.3,7.4,4.0,0.2,5,54.4,1,Medium,0,0,1,0
4280,23,Male,1,4.5,0,128,Doubt Solving,6,12,34,10,59,92.1,52.3,7,3.5,34.7,4.1,1.4,0.7,9,81.7,1,High,0,0,0,0
4281,19,Male,10,2.3,1,132,,9,7,82,7,26,70.9,42.5,8,4.5,-1.8,7.0,3.2,0.4,7,45.7,1,Low,0,1,0,0
4282,19,Female,12,4.3,0,39,Coding,4,14,102,3,64,71.6,92.3,6,8.6,16.4,5.7,0.2,1.0,1,62.5,1,Medium,1,0,0,1
4283,14,Male,2,5.0,1,62,Doubt Solving,5,32,75,4,24,73.4,89.6,1,5.7,7.9,6.5,0.4,0.4,5,37.6,0,Low,0,0,1,0
4284,23,Male,10,1.8,1,128,Homework,9,88,32,8,59,65.6,75.3,8,1.0,39.9,8.5,4.3,2.1,6,67.9,1,Medium,1,0,0,1
4285,15,Male,3,4.7,1,162,Homework,9,15,98,1,40,67.2,94.9,2,5.9,9.1,4.0,4.7,1.3,10,42.0,1,Low,0,0,0,0
4286,24,Male,12,4.9,0,144,Coding,2,84,105,4,53,36.6,86.3,9,8.8,21.2,7.2,0.8,3.7,8,53.4,1,Medium,0,0,1,0
4287,19,Female,10,1.9,0,93,Coding,2,51,101,4,67,98.8,56.5,1,7.2,-7.9,8.5,5.7,4.6,7,69.1,1,Medium,0,0,0,1
4288,15,Female,11,0.7,1,98,Homework,9,100,111,3,41,34.3,94.9,6,7.8,-11.6,5.2,0.8,2.6,5,38.3,0,Low,0,0,0,0
4289,16,Male,3,1.6,1,59,Exam Prep,6,80,45,2,80,63.6,63.3,5,1.3,-14.1,4.6,2.5,1.8,8,54.8,1,Medium,1,0,0,0
4290,17,Male,3,1.6,1,128,Homework,8,33,71,8,93,85.0,99.0,5,2.6,14.3,5.9,1.2,2.8,9,85.3,1,High,0,1,0,0
4291,24,Male,1,0.9,1,131,Exam Prep,8,76,101,6,98,70.8,81.9,6,6.3,32.4,8.8,0.6,0.7,2,70.3,1,Medium,1,0,0,0
4292,18,Female,11,4.5,1,136,Homework,8,33,30,2,22,36.7,52.5,6,2.4,32.4,6.9,5.8,4.0,1,40.9,1,Low,0,0,0,0
4293,22,Male,11,2.6,1,44,Notes,5,42,74,8,96,68.9,63.7,10,7.8,-15.8,8.7,2.6,2.7,9,86.2,1,High,0,1,0,0
4294,17,Female,3,5.4,1,159,Doubt Solving,10,60,67,8,75,93.4,79.9,8,3.0,27.7,5.4,2.0,0.1,1,68.3,1,Medium,0,0,0,0
4295,24,Male,2,1.9,0,68,Doubt Solving,4,78,39,7,84,73.5,87.3,4,3.9,32.8,7.6,2.0,2.5,9,63.3,1,Medium,0,0,1,0
4296,22,Male,12,3.0,1,13,Notes,3,21,68,8,92,84.6,74.6,9,1.4,28.4,5.4,1.3,3.1,8,86.6,1,High,1,0,0,0
4297,24,Female,1,4.0,1,178,Exam Prep,4,50,41,9,58,62.4,84.4,8,4.8,-18.5,6.6,5.8,0.7,2,62.3,1,Medium,0,0,0,0
4298,23,Female,11,5.3,1,150,Coding,8,3,85,3,45,51.8,68.9,1,3.3,22.3,8.5,2.9,1.9,6,32.5,0,Low,0,0,0,0
4299,16,Male,1,3.4,1,173,Coding,4,48,43,2,37,44.0,57.1,4,1.3,2.3,4.4,3.2,1.4,8,43.7,1,Low,1,0,0,1
4300,21,Female,3,2.6,0,154,Doubt Solving,8,38,16,7,91,89.4,82.3,8,2.2,23.7,5.5,4.3,2.4,4,82.8,1,High,0,0,0,0
4301,14,Female,12,5.3,0,88,Coding,8,86,19,2,34,79.5,89.5,8,4.5,7.5,5.8,2.4,2.4,1,63.3,1,Medium,0,0,1,0
4302,24,Female,10,2.2,1,35,Exam Prep,1,76,106,3,65,42.5,59.1,4,4.1,20.2,4.3,1.7,4.4,3,53.8,1,Medium,0,0,0,0
4303,22,Female,11,0.9,0,31,Coding,9,71,115,6,41,68.6,65.7,8,8.7,-3.6,5.2,1.8,4.4,8,53.3,1,Medium,0,0,0,1
4304,22,Female,12,2.9,1,72,Homework,3,0,75,9,57,79.7,60.3,3,3.7,-11.2,4.3,2.1,1.4,8,46.9,1,Low,1,0,0,0
4305,23,Other,1,4.8,1,169,Notes,6,40,52,9,65,69.8,48.7,3,4.7,35.3,5.5,3.5,3.7,6,55.8,1,Medium,1,0,0,0
4306,15,Male,3,0.7,1,49,Doubt Solving,3,49,43,10,23,96.5,86.0,9,4.7,23.1,4.1,5.0,0.7,4,55.7,1,Medium,0,0,0,1
4307,17,Female,12,3.7,1,56,Coding,9,80,16,2,40,42.9,70.6,7,6.4,36.6,4.2,1.5,1.8,4,46.3,1,Low,0,1,0,0
4308,21,Male,10,3.8,1,116,Exam Prep,1,16,115,1,99,80.0,49.7,6,9.1,28.4,5.2,3.5,1.8,6,83.7,1,High,0,0,1,0
4309,20,Male,12,5.6,1,173,Coding,7,7,26,6,65,73.2,60.8,2,7.1,-6.3,5.9,4.5,4.2,2,63.8,1,Medium,0,0,0,1
4310,14,Male,3,2.1,1,110,Notes,5,66,22,7,42,94.3,84.4,9,8.5,22.0,6.0,6.0,0.4,5,65.8,1,Medium,0,0,0,0
4311,18,Male,1,2.0,0,88,Homework,3,92,117,8,36,90.4,62.7,1,2.7,13.6,5.8,5.4,2.6,10,43.9,1,Low,1,0,0,1
4312,20,Female,11,2.9,1,103,,7,85,57,4,85,75.4,44.3,1,8.6,-3.4,6.6,3.9,2.2,5,57.4,1,Medium,0,0,1,0
4313,17,Female,11,2.5,0,53,Doubt Solving,1,65,68,7,20,60.5,46.3,8,7.3,32.0,8.6,5.7,3.0,9,38.3,0,Low,0,0,0,1
4314,14,Female,2,4.5,1,52,Doubt Solving,6,1,112,9,92,41.5,99.9,3,3.7,26.8,6.3,5.6,4.3,7,66.1,1,Medium,0,0,0,1
4315,22,Male,1,4.0,0,156,Exam Prep,7,16,55,1,68,86.2,65.7,9,9.1,-12.3,4.5,0.3,0.4,6,74.4,1,Medium,1,0,0,0
4316,18,Male,2,4.7,0,164,Homework,9,72,91,3,54,87.7,78.2,7,7.0,14.2,7.4,3.9,4.9,3,57.3,1,Medium,1,0,0,0
4317,24,Female,2,5.0,1,68,Coding,9,32,100,5,79,55.3,77.2,10,5.2,26.1,8.8,3.9,3.3,10,66.2,1,Medium,1,0,0,0
4318,15,Male,3,5.6,1,13,Coding,7,92,93,7,25,45.8,50.0,7,7.3,-10.3,5.0,4.1,3.8,8,37.1,0,Low,0,0,1,0
4319,21,Female,3,2.9,0,154,,5,92,44,5,60,95.2,63.9,10,1.1,39.5,5.0,5.6,2.0,5,75.5,1,High,0,0,0,0
4320,24,Female,3,5.9,0,4,,7,53,28,1,92,62.8,82.9,10,3.9,16.3,5.3,1.7,4.7,3,83.5,1,High,0,1,0,0
4321,15,Female,10,1.7,1,117,,1,69,13,1,68,81.5,65.5,1,8.0,31.7,4.2,1.4,1.7,6,63.9,1,Medium,0,0,1,0
4322,16,Female,1,4.4,1,171,Exam Prep,7,5,7,1,45,73.5,75.4,1,8.7,12.8,8.0,2.9,3.9,3,45.4,1,Low,1,0,0,0
4323,23,Female,11,3.4,0,142,Homework,10,51,45,8,53,79.0,62.3,7,8.2,-1.5,5.9,1.8,4.1,10,57.1,1,Medium,1,0,0,0
4324,14,Male,1,5.0,1,66,Exam Prep,4,100,26,7,93,31.3,55.9,9,7.6,30.1,7.9,1.9,3.4,7,68.0,1,Medium,0,0,1,0
4325,24,Female,3,3.1,0,0,Notes,2,44,69,3,23,73.8,41.1,2,5.5,6.8,7.1,1.5,3.8,8,36.4,0,Low,0,0,0,0
4326,15,Male,10,4.8,0,151,Notes,6,0,6,4,28,68.5,65.5,7,2.7,15.0,4.6,4.0,0.7,3,52.2,1,Medium,0,0,0,0
4327,20,Male,1,5.6,1,108,Coding,7,79,25,8,88,82.7,63.8,8,2.0,14.5,6.7,4.4,0.6,8,76.2,1,High,0,0,0,1
4328,23,Male,1,4.5,1,61,Notes,7,50,41,7,28,95.6,67.6,2,9.3,-16.5,7.6,0.6,2.8,8,45.5,1,Low,0,0,0,1
4329,15,Female,2,4.8,0,77,Exam Prep,8,10,29,7,44,88.1,40.4,1,2.9,0.4,4.2,4.8,1.7,6,36.6,0,Low,1,0,0,0
4330,19,Male,1,0.9,1,56,Doubt Solving,5,21,80,6,59,61.0,71.0,7,3.2,0.0,6.1,1.6,4.3,5,61.9,1,Medium,1,0,0,0
4331,16,Male,2,1.6,1,19,Notes,10,33,5,9,86,71.7,47.1,1,7.5,-17.4,8.1,0.8,1.1,10,54.4,1,Medium,0,1,0,0
4332,17,Male,2,5.9,0,13,Exam Prep,10,0,66,6,44,46.7,69.8,2,7.8,-13.7,8.9,2.7,3.3,3,34.7,0,Low,0,0,0,0
4333,24,Female,12,4.3,1,34,Doubt Solving,8,76,82,1,70,30.2,60.5,5,4.7,14.3,7.5,3.7,1.2,5,32.4,0,Low,0,0,0,1
4334,21,Female,3,3.6,1,146,Doubt Solving,4,48,82,5,37,40.2,42.6,3,1.7,-0.7,5.5,4.3,0.8,5,24.3,0,Low,0,1,0,0
4335,16,Female,10,2.5,1,83,,10,48,53,8,78,35.1,49.9,5,5.4,10.1,5.4,3.6,1.0,8,57.6,1,Medium,1,0,0,0
4336,23,Female,2,0.7,1,41,,1,41,87,6,94,82.5,55.5,8,8.3,9.0,6.9,5.6,1.4,7,81.2,1,High,0,0,0,0
4337,19,Male,1,2.5,1,171,Notes,8,91,91,5,78,43.1,54.0,5,8.9,19.3,8.7,0.1,4.1,10,51.0,1,Medium,1,0,0,0
4338,14,Male,2,3.2,1,97,Homework,4,48,34,9,53,37.8,76.2,3,6.9,31.0,5.1,5.5,5.0,10,40.0,1,Low,0,1,0,0
4339,20,Female,2,1.7,1,0,,5,12,34,7,72,50.0,42.6,2,7.2,-6.4,5.2,4.4,2.6,6,45.3,1,Low,0,1,0,0
4340,21,Male,2,1.5,1,67,Notes,4,93,4,7,66,95.4,66.6,5,1.2,1.7,6.6,5.6,0.6,4,67.1,1,Medium,1,0,0,0
4341,24,Male,11,3.3,0,103,Notes,7,99,101,1,43,49.2,89.0,1,2.9,13.4,6.9,1.5,4.0,1,36.0,0,Low,1,0,0,1
4342,21,Male,11,3.7,1,77,Homework,10,67,5,2,80,76.0,57.1,6,7.7,24.5,8.7,1.1,0.6,7,71.1,1,Medium,1,0,0,0
4343,16,Female,11,1.8,0,173,Notes,3,13,118,10,76,88.4,76.3,4,5.8,3.0,5.6,6.0,1.2,3,70.8,1,Medium,0,0,0,1
4344,23,Male,11,3.7,1,50,Exam Prep,2,35,92,5,85,88.0,95.3,5,6.3,-4.1,6.1,2.7,4.8,10,62.0,1,Medium,0,0,0,0
4345,14,Female,12,5.5,1,31,Homework,10,55,22,3,96,96.1,87.3,9,8.3,20.5,5.8,1.6,1.1,9,81.1,1,High,0,0,0,0
4346,22,Male,2,3.1,1,99,Exam Prep,2,86,108,8,39,55.4,89.9,5,7.0,19.8,7.7,4.8,2.8,9,46.1,1,Low,1,0,0,0
4347,19,Female,12,5.2,1,146,Doubt Solving,7,68,58,4,90,64.2,66.3,10,4.8,25.4,5.8,3.2,4.5,4,82.7,1,High,0,0,1,0
4348,24,Male,1,5.6,1,38,Homework,10,45,50,7,92,46.6,45.0,3,9.8,9.9,6.2,3.7,3.6,10,67.7,1,Medium,1,0,0,0
4349,22,Male,3,1.0,0,141,Doubt Solving,6,14,61,5,53,34.5,69.2,8,3.2,-15.5,5.8,0.3,3.9,8,58.8,1,Medium,1,0,0,1
4350,20,Male,10,1.0,1,156,,2,86,100,6,73,98.5,44.4,8,4.1,15.3,4.1,4.0,1.2,9,67.3,1,Medium,0,0,0,1
4351,14,Female,12,3.1,1,41,Coding,8,7,31,7,84,90.7,69.8,1,7.0,-1.1,6.7,4.1,4.2,9,70.3,1,Medium,1,0,0,0
4352,14,Male,11,3.7,1,13,Coding,6,55,0,8,91,52.1,69.8,8,3.1,39.9,6.0,0.8,1.5,1,61.6,1,Medium,0,1,0,0
4353,19,Female,11,2.8,1,115,Exam Prep,8,10,48,3,70,85.3,89.0,9,4.4,14.9,4.6,4.5,2.5,1,77.5,1,High,0,0,0,1
4354,18,Female,1,2.3,0,138,Doubt Solving,6,70,97,3,60,88.1,72.8,5,7.2,6.5,7.0,0.4,2.4,7,62.2,1,Medium,0,0,0,1
4355,22,Female,2,4.0,0,74,Doubt Solving,4,22,107,2,20,47.2,46.0,5,4.0,25.7,7.4,0.6,2.4,9,31.0,0,Low,1,0,0,1
4356,15,Male,10,0.5,0,46,Homework,8,44,27,6,44,95.4,67.4,10,1.5,38.7,6.6,3.8,4.1,9,63.6,1,Medium,0,0,0,0
4357,21,Male,12,5.8,1,103,Coding,4,26,113,2,71,52.4,83.9,8,6.0,9.6,5.2,5.7,2.1,2,60.3,1,Medium,0,1,0,0
4358,24,Male,2,1.8,0,23,Exam Prep,6,30,70,1,90,69.8,46.3,1,7.9,-0.1,6.7,2.7,4.2,5,64.6,1,Medium,0,0,1,0
4359,18,Female,2,5.5,1,149,Exam Prep,5,46,36,1,35,85.8,69.4,2,7.7,8.9,5.4,1.0,4.6,2,51.6,1,Medium,1,0,0,0
4360,15,Female,3,1.1,1,176,Homework,4,65,28,9,40,71.3,70.3,9,6.6,21.6,4.8,4.5,4.3,4,58.1,1,Medium,0,0,1,0
4361,23,Female,3,1.8,0,54,Homework,7,94,18,1,21,48.2,95.9,6,7.9,20.4,4.5,3.5,4.6,8,46.6,1,Low,0,0,0,0
